Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Month Name,Order Year-Month,Shipping Days,Profit Margin %
36,US-2021-109951,2021-01-06,2021-01-10,Second Class,CG-48990,Home Office,Central,Ohio,Furniture,Bookcases,1498.16,6,0.0,-288.1,2021,1,Jan,2021-01,4,-19.23
37,US-2021-106484,2021-01-06,2021-01-08,First Class,CG-85324,Home Office,East,Pennsylvania,Technology,Phones,3726.99,6,0.2,-548.94,2021,1,Jan,2021-01,2,-14.73
38,US-2021-107563,2021-01-06,2021-01-09,Standard Class,CG-97967,Corporate,Central,Texas,Office Supplies,Art,162.93,2,0.15,18.82,2021,1,Jan,2021-01,3,11.55
39,US-2021-100279,2021-01-06,2021-01-13,Same Day,CG-38551,Corporate,East,Massachusetts,Technology,Accessories,579.28,2,0.5,-99.8,2021,1,Jan,2021-01,7,-17.23
40,US-2021-106440,2021-01-06,2021-01-11,Second Class,CG-55815,Home Office,South,Georgia,Technology,Copiers,1355.06,3,0.0,22.09,2021,1,Jan,2021-01,5,1.63
41,US-2021-102438,2021-01-06,2021-01-10,Standard Class,CG-79419,Consumer,South,Georgia,Technology,Machines,543.94,2,0.2,-48.03,2021,1,Jan,2021-01,4,-8.83
42,US-2021-104453,2021-01-06,2021-01-09,Same Day,CG-93059,Home Office,West,Nevada,Office Supplies,Labels,167.36,4,0.0,-29.48,2021,1,Jan,2021-01,3,-17.61
43,US-2021-104790,2021-01-06,2021-01-13,Second Class,CG-46678,Home Office,South,Tennessee,Furniture,Bookcases,2578.96,5,0.1,-455.4,2021,1,Jan,2021-01,7,-17.66
44,US-2021-102712,2021-01-06,2021-01-07,Second Class,CG-14132,Home Office,West,Arizona,Technology,Machines,3585.9,6,0.1,-89.72,2021,1,Jan,2021-01,1,-2.5
45,US-2021-101197,2021-01-06,2021-01-13,Same Day,CG-10032,Corporate,West,Washington,Furniture,Tables,1259.15,3,0.0,405.5,2021,1,Jan,2021-01,7,32.2
46,US-2021-101904,2021-01-06,2021-01-10,Standard Class,CG-38569,Consumer,South,Tennessee,Office Supplies,Paper,632.66,6,0.2,8.11,2021,1,Jan,2021-01,4,1.28
47,US-2021-104299,2021-01-07,2021-01-13,Same Day,CG-31043,Corporate,Central,Texas,Technology,Accessories,2129.49,4,0.0,129.73,2021,1,Jan,2021-01,6,6.09
48,US-2021-104617,2021-01-07,2021-01-14,Second Class,CG-78599,Home Office,Central,Michigan,Furniture,Bookcases,1740.2,6,0.4,445.52,2021,1,Jan,2021-01,7,25.6
49,US-2021-100720,2021-01-07,2021-01-11,Second Class,CG-42716,Home Office,West,Oregon,Office Supplies,Labels,257.09,2,0.0,-53.3,2021,1,Jan,2021-01,4,-20.73
50,US-2021-102159,2021-01-07,2021-01-12,Standard Class,CG-85975,Consumer,East,New York,Office Supplies,Binders,487.48,7,0.0,54.87,2021,1,Jan,2021-01,5,11.26
51,US-2021-105695,2021-01-07,2021-01-13,Standard Class,CG-67651,Consumer,Central,Missouri,Technology,Copiers,2719.02,8,0.0,-465.99,2021,1,Jan,2021-01,6,-17.14
52,US-2021-100898,2021-01-07,2021-01-11,First Class,CG-69233,Home Office,South,Georgia,Furniture,Chairs,2307.61,5,0.1,315.79,2021,1,Jan,2021-01,4,13.68
53,US-2021-105691,2021-01-07,2021-01-13,Standard Class,CG-31546,Home Office,Central,Missouri,Office Supplies,Labels,207.91,3,0.5,-50.6,2021,1,Jan,2021-01,6,-24.34
54,US-2021-108127,2021-01-07,2021-01-14,First Class,CG-87641,Corporate,South,Alabama,Technology,Machines,1010.27,2,0.0,-239.59,2021,1,Jan,2021-01,7,-23.72
55,US-2021-105690,2021-01-07,2021-01-13,Standard Class,CG-42577,Consumer,Central,Illinois,Furniture,Furnishings,2416.91,4,0.0,616.74,2021,1,Jan,2021-01,6,25.52
56,US-2021-108600,2021-01-07,2021-01-12,First Class,CG-46780,Home Office,Central,Ohio,Office Supplies,Storage,28.92,4,0.3,-2.44,2021,1,Jan,2021-01,5,-8.44
57,US-2021-100032,2021-01-08,2021-01-11,Standard Class,CG-24663,Consumer,West,Oregon,Furniture,Furnishings,328.52,7,0.5,-38.35,2021,1,Jan,2021-01,3,-11.67
58,US-2021-103142,2021-01-08,2021-01-15,Standard Class,CG-66882,Consumer,Central,Michigan,Office Supplies,Art,149.73,8,0.4,35.46,2021,1,Jan,2021-01,7,23.68
59,US-2021-102049,2021-01-08,2021-01-11,Second Class,CG-82067,Home Office,East,New Jersey,Furniture,Bookcases,1897.13,4,0.5,-399.28,2021,1,Jan,2021-01,3,-21.05
60,US-2021-106010,2021-01-08,2021-01-13,Standard Class,CG-54829,Corporate,South,Georgia,Office Supplies,Binders,205.89,4,0.2,14.24,2021,1,Jan,2021-01,5,6.92
61,US-2021-101585,2021-01-08,2021-01-13,Standard Class,CG-51309,Corporate,Central,Texas,Technology,Accessories,4322.34,6,0.3,1057.72,2021,1,Jan,2021-01,5,24.47
62,US-2021-103962,2021-01-08,2021-01-09,Standard Class,CG-52940,Consumer,West,Nevada,Technology,Copiers,668.14,3,0.2,98.4,2021,1,Jan,2021-01,1,14.73
63,US-2021-108558,2021-01-08,2021-01-15,Second Class,CG-55194,Home Office,West,Washington,Furniture,Furnishings,321.64,1,0.3,-34.21,2021,1,Jan,2021-01,7,-10.64
64,US-2021-107100,2021-01-08,2021-01-14,Standard Class,CG-20111,Home Office,West,Arizona,Technology,Accessories,1872.13,5,0.0,-128.22,2021,1,Jan,2021-01,6,-6.85
65,US-2021-106528,2021-01-08,2021-01-14,Same Day,CG-34762,Consumer,East,Massachusetts,Furniture,Bookcases,1895.96,6,0.4,-408.55,2021,1,Jan,2021-01,6,-21.55
66,US-2021-103940,2021-01-08,2021-01-09,Second Class,CG-76202,Consumer,West,Oregon,Office Supplies,Paper,43.95,1,0.1,-9.3,2021,1,Jan,2021-01,1,-21.16
67,US-2021-102533,2021-01-09,2021-01-11,Same Day,CG-92837,Corporate,East,New Jersey,Furniture,Chairs,1320.8,3,0.5,-318.73,2021,1,Jan,2021-01,2,-24.13
68,US-2021-103032,2021-01-09,2021-01-16,First Class,CG-40637,Consumer,South,Florida,Furniture,Tables,3404.62,7,0.4,-294.44,2021,1,Jan,2021-01,7,-8.65
69,US-2021-105736,2021-01-09,2021-01-14,Standard Class,CG-10512,Home Office,West,Washington,Furniture,Tables,1953.24,6,0.0,-235.99,2021,1,Jan,2021-01,5,-12.08
70,US-2021-104797,2021-01-09,2021-01-12,Second Class,CG-35732,Corporate,Central,Missouri,Technology,Machines,6496.69,8,0.2,2216.87,2021,1,Jan,2021-01,3,34.12
71,US-2021-103875,2021-01-09,2021-01-10,Same Day,CG-61177,Consumer,West,Nevada,Office Supplies,Art,103.88,1,0.0,32.53,2021,1,Jan,2021-01,1,31.31
72,US-2021-103717,2021-01-09,2021-01-12,Standard Class,CG-97723,Home Office,West,California,Furniture,Chairs,1007.23,8,0.4,-0.67,2021,1,Jan,2021-01,3,-0.07
73,US-2021-100371,2021-01-09,2021-01-15,Standard Class,CG-60272,Home Office,West,Washington,Technology,Accessories,2467.61,5,0.0,412.78,2021,1,Jan,2021-01,6,16.73
74,US-2021-105105,2021-01-09,2021-01-11,First Class,CG-98400,Corporate,Central,Texas,Furniture,Chairs,1559.82,5,0.4,122.83,2021,1,Jan,2021-01,2,7.87
75,US-2021-104229,2021-01-09,2021-01-16,First Class,CG-91445,Corporate,West,Nevada,Furniture,Chairs,659.54,2,0.5,160.63,2021,1,Jan,2021-01,7,24.35
76,US-2021-107013,2021-01-10,2021-01-11,Second Class,CG-29368,Home Office,West,California,Furniture,Furnishings,214.07,1,0.3,-10.99,2021,1,Jan,2021-01,1,-5.13
77,US-2021-107809,2021-01-10,2021-01-17,Same Day,CG-81693,Home Office,South,Tennessee,Office Supplies,Storage,244.5,6,0.3,34.42,2021,1,Jan,2021-01,7,14.08
78,US-2021-102677,2021-01-10,2021-01-15,First Class,CG-41962,Home Office,Central,Illinois,Furniture,Furnishings,2088.16,4,0.15,-162.19,2021,1,Jan,2021-01,5,-7.77
79,US-2021-102627,2021-01-10,2021-01-17,Same Day,CG-39328,Home Office,South,Georgia,Furniture,Furnishings,1754.32,3,0.0,146.72,2021,1,Jan,2021-01,7,8.36
80,US-2021-101379,2021-01-10,2021-01-12,Standard Class,CG-30437,Consumer,Central,Illinois,Office Supplies,Paper,631.34,6,0.3,86.08,2021,1,Jan,2021-01,2,13.63
81,US-2021-103161,2021-01-10,2021-01-17,Standard Class,CG-57601,Home Office,Central,Ohio,Office Supplies,Binders,480.05,8,0.15,-61.23,2021,1,Jan,2021-01,7,-12.75
82,US-2021-103749,2021-01-10,2021-01-16,Standard Class,CG-79386,Corporate,Central,Illinois,Technology,Copiers,2337.96,3,0.2,-232.28,2021,1,Jan,2021-01,6,-9.94
83,US-2021-102566,2021-01-10,2021-01-17,Standard Class,CG-53384,Corporate,East,New Jersey,Furniture,Furnishings,1911.86,3,0.15,-21.47,2021,1,Jan,2021-01,7,-1.12
84,US-2021-101053,2021-01-10,2021-01-14,Standard Class,CG-19103,Corporate,Central,Illinois,Office Supplies,Binders,34.4,1,0.2,8.33,2021,1,Jan,2021-01,4,24.22
85,US-2021-105423,2021-01-10,2021-01-12,First Class,CG-69800,Home Office,South,Alabama,Office Supplies,Art,221.84,4,0.15,73.79,2021,1,Jan,2021-01,2,33.26
86,US-2021-104737,2021-01-10,2021-01-17,Standard Class,CG-78964,Consumer,East,Massachusetts,Office Supplies,Storage,581.25,8,0.15,-100.1,2021,1,Jan,2021-01,7,-17.22
87,US-2021-105066,2021-01-10,2021-01-16,Standard Class,CG-64800,Consumer,Central,Illinois,Technology,Accessories,2086.41,3,0.15,-78.37,2021,1,Jan,2021-01,6,-3.76
88,US-2021-105060,2021-01-10,2021-01-16,First Class,CG-72770,Consumer,Central,Michigan,Office Supplies,Paper,760.22,7,0.3,165.33,2021,1,Jan,2021-01,6,21.75
89,US-2021-103246,2021-01-10,2021-01-15,First Class,CG-67594,Consumer,East,New York,Technology,Accessories,5677.52,5,0.0,-1398.5,2021,1,Jan,2021-01,5,-24.63
90,US-2021-102856,2021-01-11,2021-01-12,Same Day,CG-62460,Home Office,Central,Illinois,Office Supplies,Paper,285.74,6,0.5,44.07,2021,1,Jan,2021-01,1,15.42
91,US-2021-100153,2021-01-11,2021-01-12,First Class,CG-41147,Corporate,East,New Jersey,Furniture,Tables,3646.48,7,0.0,1103.15,2021,1,Jan,2021-01,1,30.25
92,US-2021-107900,2021-01-11,2021-01-15,Second Class,CG-59408,Consumer,West,Oregon,Furniture,Furnishings,554.82,2,0.0,117.96,2021,1,Jan,2021-01,4,21.26
93,US-2021-107316,2021-01-11,2021-01-18,Same Day,CG-94124,Corporate,Central,Ohio,Technology,Copiers,7038.29,8,0.3,-499.89,2021,1,Jan,2021-01,7,-7.1
94,US-2021-105242,2021-01-11,2021-01-18,Standard Class,CG-24402,Corporate,South,Tennessee,Office Supplies,Labels,613.18,8,0.0,101.34,2021,1,Jan,2021-01,7,16.53
95,US-2021-100420,2021-01-11,2021-01-16,First Class,CG-37752,Corporate,South,Alabama,Technology,Phones,3782.7,5,0.1,921.04,2021,1,Jan,2021-01,5,24.35
96,US-2021-105649,2021-01-11,2021-01-18,Same Day,CG-76922,Corporate,East,New York,Furniture,Furnishings,3533.6,5,0.1,409.53,2021,1,Jan,2021-01,7,11.59
97,US-2021-103239,2021-01-11,2021-01-18,First Class,CG-45959,Corporate,South,Georgia,Furniture,Bookcases,2199.45,3,0.2,767.43,2021,1,Jan,2021-01,7,34.89
98,US-2021-104687,2021-01-11,2021-01-12,First Class,CG-30753,Home Office,South,Florida,Technology,Machines,267.64,3,0.0,21.97,2021,1,Jan,2021-01,1,8.21
99,US-2021-102545,2021-01-11,2021-01-18,Standard Class,CG-77102,Corporate,South,Alabama,Technology,Copiers,1386.21,3,0.15,-33.86,2021,1,Jan,2021-01,7,-2.44
100,US-2021-106110,2021-01-12,2021-01-16,Standard Class,CG-83611,Home Office,South,Florida,Technology,Copiers,177.03,1,0.0,-29.49,2021,1,Jan,2021-01,4,-16.66
101,US-2021-102048,2021-01-12,2021-01-15,Same Day,CG-34713,Consumer,West,Washington,Technology,Accessories,1604.88,4,0.5,-96.28,2021,1,Jan,2021-01,3,-6.0
102,US-2021-101487,2021-01-12,2021-01-16,First Class,CG-99526,Home Office,West,Nevada,Furniture,Bookcases,1630.15,3,0.1,-251.37,2021,1,Jan,2021-01,4,-15.42
103,US-2021-101734,2021-01-12,2021-01-15,Second Class,CG-99390,Consumer,Central,Michigan,Furniture,Tables,1713.27,7,0.5,-109.61,2021,1,Jan,2021-01,3,-6.4
104,US-2021-107898,2021-01-13,2021-01-18,First Class,CG-63727,Consumer,Central,Michigan,Furniture,Furnishings,2762.49,5,0.2,660.86,2021,1,Jan,2021-01,5,23.92
105,US-2021-101093,2021-01-13,2021-01-17,First Class,CG-87901,Consumer,South,Florida,Furniture,Chairs,441.81,5,0.0,17.66,2021,1,Jan,2021-01,4,4.0
106,US-2021-107045,2021-01-13,2021-01-18,Standard Class,CG-64274,Home Office,South,Tennessee,Furniture,Tables,1794.86,5,0.0,-311.15,2021,1,Jan,2021-01,5,-17.34
107,US-2021-100944,2021-01-13,2021-01-18,First Class,CG-34400,Corporate,South,North Carolina,Office Supplies,Storage,171.72,2,0.0,49.63,2021,1,Jan,2021-01,5,28.9
108,US-2021-108910,2021-01-13,2021-01-17,Standard Class,CG-54655,Home Office,East,Massachusetts,Technology,Copiers,1370.74,2,0.5,172.58,2021,1,Jan,2021-01,4,12.59
109,US-2021-106726,2021-01-13,2021-01-16,First Class,CG-17010,Consumer,South,North Carolina,Technology,Copiers,2168.89,6,0.5,-30.86,2021,1,Jan,2021-01,3,-1.42
110,US-2021-105128,2021-01-13,2021-01-19,Second Class,CG-76610,Consumer,Central,Texas,Technology,Phones,2604.16,4,0.4,-10.53,2021,1,Jan,2021-01,6,-0.4
111,US-2021-109026,2021-01-14,2021-01-21,Standard Class,CG-64804,Home Office,East,New Jersey,Technology,Accessories,2560.08,3,0.4,-230.14,2021,1,Jan,2021-01,7,-8.99
112,US-2021-104489,2021-01-14,2021-01-15,Same Day,CG-22106,Corporate,West,California,Furniture,Chairs,1754.61,6,0.0,573.3,2021,1,Jan,2021-01,1,32.67
113,US-2021-108477,2021-01-14,2021-01-16,First Class,CG-26004,Corporate,East,New Jersey,Furniture,Tables,2481.91,5,0.5,-73.69,2021,1,Jan,2021-01,2,-2.97
114,US-2021-109980,2021-01-14,2021-01-16,Standard Class,CG-60891,Home Office,West,Oregon,Technology,Copiers,545.85,1,0.3,-133.87,2021,1,Jan,2021-01,2,-24.53
115,US-2021-105401,2021-01-14,2021-01-19,Standard Class,CG-22764,Consumer,Central,Ohio,Technology,Copiers,1133.45,2,0.2,270.63,2021,1,Jan,2021-01,5,23.88
116,US-2021-103780,2021-01-15,2021-01-20,First Class,CG-15287,Corporate,West,California,Technology,Copiers,4217.04,7,0.15,487.96,2021,1,Jan,2021-01,5,11.57
117,US-2021-103053,2021-01-15,2021-01-16,Same Day,CG-19673,Corporate,East,New York,Technology,Phones,1453.2,2,0.2,22.85,2021,1,Jan,2021-01,1,1.57
118,US-2021-109330,2021-01-15,2021-01-21,Same Day,CG-28387,Consumer,East,New York,Furniture,Bookcases,627.61,1,0.0,169.42,2021,1,Jan,2021-01,6,26.99
119,US-2021-102389,2021-01-15,2021-01-18,Standard Class,CG-81049,Corporate,South,Florida,Furniture,Tables,916.54,8,0.4,93.57,2021,1,Jan,2021-01,3,10.21
120,US-2021-100623,2021-01-15,2021-01-17,Second Class,CG-28754,Home Office,East,Virginia,Office Supplies,Art,473.66,8,0.0,21.5,2021,1,Jan,2021-01,2,4.54
121,US-2021-109442,2021-01-15,2021-01-16,Same Day,CG-81070,Consumer,West,Arizona,Technology,Copiers,204.52,6,0.2,-18.78,2021,1,Jan,2021-01,1,-9.18
122,US-2021-101823,2021-01-16,2021-01-17,First Class,CG-33452,Consumer,East,Virginia,Technology,Accessories,624.67,3,0.15,210.49,2021,1,Jan,2021-01,1,33.7
123,US-2021-103934,2021-01-16,2021-01-23,Same Day,CG-24431,Home Office,West,Washington,Office Supplies,Paper,905.22,8,0.0,6.24,2021,1,Jan,2021-01,7,0.69
124,US-2021-101454,2021-01-16,2021-01-22,Second Class,CG-89641,Corporate,Central,Ohio,Technology,Accessories,7816.57,7,0.0,375.56,2021,1,Jan,2021-01,6,4.8
125,US-2021-102487,2021-01-17,2021-01-20,Same Day,CG-95279,Corporate,East,Virginia,Office Supplies,Storage,236.34,4,0.4,36.31,2021,1,Jan,2021-01,3,15.36
126,US-2021-108230,2021-01-17,2021-01-18,Same Day,CG-99667,Corporate,West,Washington,Technology,Phones,4472.82,8,0.0,-454.19,2021,1,Jan,2021-01,1,-10.15
127,US-2021-106051,2021-01-17,2021-01-22,First Class,CG-68845,Home Office,South,Tennessee,Office Supplies,Binders,462.41,5,0.0,39.88,2021,1,Jan,2021-01,5,8.62
128,US-2021-106757,2021-01-17,2021-01-23,Standard Class,CG-60758,Corporate,Central,Illinois,Office Supplies,Paper,402.79,5,0.4,-84.59,2021,1,Jan,2021-01,6,-21.0
129,US-2021-100952,2021-01-17,2021-01-21,Second Class,CG-90951,Consumer,South,North Carolina,Office Supplies,Art,17.85,2,0.3,0.44,2021,1,Jan,2021-01,4,2.46
130,US-2021-104068,2021-01-17,2021-01-18,Second Class,CG-96370,Consumer,Central,Ohio,Technology,Copiers,2733.56,3,0.15,-401.89,2021,1,Jan,2021-01,1,-14.7
131,US-2021-100303,2021-01-17,2021-01-20,First Class,CG-87554,Corporate,West,Oregon,Technology,Accessories,2962.46,4,0.4,-348.2,2021,1,Jan,2021-01,3,-11.75
132,US-2021-103358,2021-01-17,2021-01-23,Standard Class,CG-77506,Corporate,Central,Illinois,Office Supplies,Paper,153.36,2,0.1,49.99,2021,1,Jan,2021-01,6,32.6
133,US-2021-109992,2021-01-17,2021-01-22,Second Class,CG-18216,Corporate,South,Tennessee,Technology,Accessories,2015.06,2,0.15,-420.42,2021,1,Jan,2021-01,5,-20.86
134,US-2021-109405,2021-01-17,2021-01-22,First Class,CG-78710,Corporate,West,Nevada,Technology,Phones,1740.35,6,0.4,434.58,2021,1,Jan,2021-01,5,24.97
135,US-2021-104395,2021-01-18,2021-01-20,Standard Class,CG-90976,Home Office,East,New York,Technology,Phones,586.64,4,0.15,111.08,2021,1,Jan,2021-01,2,18.93
136,US-2021-109884,2021-01-18,2021-01-22,Same Day,CG-36741,Corporate,West,California,Technology,Machines,3023.44,4,0.2,-753.51,2021,1,Jan,2021-01,4,-24.92
137,US-2021-100466,2021-01-18,2021-01-19,First Class,CG-34530,Home Office,West,Nevada,Technology,Phones,454.09,6,0.2,-68.62,2021,1,Jan,2021-01,1,-15.11
138,US-2021-101403,2021-01-18,2021-01-25,Second Class,CG-37919,Corporate,East,New Jersey,Furniture,Bookcases,3875.8,6,0.1,981.75,2021,1,Jan,2021-01,7,25.33
139,US-2021-102128,2021-01-18,2021-01-23,Same Day,CG-13039,Consumer,East,Virginia,Furniture,Bookcases,1987.13,4,0.5,-196.09,2021,1,Jan,2021-01,5,-9.87
140,US-2021-108087,2021-01-18,2021-01-24,Standard Class,CG-30597,Corporate,West,Nevada,Office Supplies,Labels,333.13,7,0.2,69.95,2021,1,Jan,2021-01,6,21.0
141,US-2021-107518,2021-01-18,2021-01-20,Standard Class,CG-39818,Corporate,East,Massachusetts,Technology,Phones,3431.13,7,0.5,-195.69,2021,1,Jan,2021-01,2,-5.7
142,US-2021-108073,2021-01-18,2021-01-19,First Class,CG-79204,Corporate,South,Georgia,Furniture,Bookcases,1150.21,2,0.4,78.39,2021,1,Jan,2021-01,1,6.82
143,US-2021-104105,2021-01-18,2021-01-21,Same Day,CG-94095,Home Office,East,New Jersey,Office Supplies,Paper,281.08,7,0.0,50.27,2021,1,Jan,2021-01,3,17.88
144,US-2021-101555,2021-01-18,2021-01-20,Same Day,CG-33274,Consumer,South,Tennessee,Furniture,Tables,648.84,1,0.0,-19.44,2021,1,Jan,2021-01,2,-3.0
145,US-2021-102749,2021-01-18,2021-01-25,Same Day,CG-96717,Corporate,South,Alabama,Office Supplies,Labels,632.41,6,0.0,55.94,2021,1,Jan,2021-01,7,8.85
146,US-2021-107815,2021-01-19,2021-01-20,First Class,CG-32369,Home Office,East,Virginia,Furniture,Bookcases,145.73,1,0.15,22.76,2021,1,Jan,2021-01,1,15.62
147,US-2021-109933,2021-01-19,2021-01-26,Second Class,CG-30821,Consumer,South,Alabama,Office Supplies,Labels,905.37,8,0.0,-149.02,2021,1,Jan,2021-01,7,-16.46
148,US-2021-103710,2021-01-19,2021-01-21,Standard Class,CG-84990,Consumer,South,Georgia,Furniture,Tables,410.08,2,0.2,40.04,2021,1,Jan,2021-01,2,9.76
